lat,lon,shakeClass,eilClass,label,source
14.21354,121.47796,viii,moderate,MODERATE,eil-2014-kmz
14.21354,121.47873,viii,low,LOW,eil-2014-kmz
14.21354,121.47912,viii,low,LOW,eil-2014-kmz
14.21354,121.47951,viii,low,LOW,eil-2014-kmz
14.21315,121.47134,viii,low,LOW,eil-2014-kmz
14.21315,121.47212,viii,low,LOW,eil-2014-kmz
14.21315,121.47251,viii,low,LOW,eil-2014-kmz
14.21315,121.47290,viii,low,LOW,eil-2014-kmz
14.21315,121.47329,viii,low,LOW,eil-2014-kmz
14.21315,121.47718,viii,low,LOW,eil-2014-kmz
14.21315,121.47757,viii,low,LOW,eil-2014-kmz
14.21315,121.47835,viii,low,LOW,eil-2014-kmz
14.21315,121.47873,viii,low,LOW,eil-2014-kmz
14.21315,121.47951,viii,low,LOW,eil-2014-kmz
14.21277,121.47134,viii,low,LOW,eil-2014-kmz
14.21277,121.47212,viii,low,LOW,eil-2014-kmz
14.21277,121.47251,viii,low,LOW,eil-2014-kmz
14.21277,121.47679,viii,moderate,MODERATE,eil-2014-kmz
14.21277,121.47718,viii,low,LOW,eil-2014-kmz
14.21277,121.47835,viii,low,LOW,eil-2014-kmz
14.21277,121.47951,viii,low,LOW,eil-2014-kmz
14.21238,121.47212,viii,low,LOW,eil-2014-kmz
14.21238,121.47679,viii,low,LOW,eil-2014-kmz
14.21238,121.47757,viii,low,LOW,eil-2014-kmz
14.21238,121.47796,viii,low,LOW,eil-2014-kmz
14.21238,121.47873,viii,low,LOW,eil-2014-kmz
14.21238,121.47912,viii,low,LOW,eil-2014-kmz
14.21238,121.47990,viii,low,LOW,eil-2014-kmz
14.21199,121.47134,viii,moderate,MODERATE,eil-2014-kmz
14.21199,121.47173,viii,low,LOW,eil-2014-kmz
14.21199,121.47640,viii,low,LOW,eil-2014-kmz
14.21199,121.47718,viii,moderate,MODERATE,eil-2014-kmz
14.21199,121.47757,viii,moderate,MODERATE,eil-2014-kmz
14.21199,121.47835,viii,low,LOW,eil-2014-kmz
14.21199,121.47873,viii,low,LOW,eil-2014-kmz
14.21199,121.47951,viii,low,LOW,eil-2014-kmz
14.21199,121.47990,viii,moderate,MODERATE,eil-2014-kmz
14.21160,121.47212,viii,moderate,MODERATE,eil-2014-kmz
14.21160,121.47251,viii,low,LOW,eil-2014-kmz
14.21160,121.47290,viii,low,LOW,eil-2014-kmz
14.21160,121.47679,viii,high,HIGH,eil-2014-kmz
14.21160,121.47718,viii,low,LOW,eil-2014-kmz
14.21160,121.47796,viii,low,LOW,eil-2014-kmz
14.21160,121.47912,viii,low,LOW,eil-2014-kmz
14.21160,121.47951,viii,low,LOW,eil-2014-kmz
14.21160,121.48029,viii,low,LOW,eil-2014-kmz
14.21160,121.48068,viii,low,LOW,eil-2014-kmz
14.21121,121.47173,viii,moderate,MODERATE,eil-2014-kmz
14.21121,121.47212,viii,moderate,MODERATE,eil-2014-kmz
14.21121,121.47640,viii,low,LOW,eil-2014-kmz
14.21121,121.47679,viii,moderate,MODERATE,eil-2014-kmz
14.21121,121.47796,viii,low,LOW,eil-2014-kmz
14.21121,121.47912,viii,low,LOW,eil-2014-kmz
14.21121,121.47990,viii,low,LOW,eil-2014-kmz
14.21121,121.48029,viii,moderate,MODERATE,eil-2014-kmz
14.21121,121.48107,viii,low,LOW,eil-2014-kmz
14.21082,121.47134,viii,low,LOW,eil-2014-kmz
14.21082,121.47173,viii,low,LOW,eil-2014-kmz
14.21082,121.47251,viii,low,LOW,eil-2014-kmz
14.21082,121.47640,viii,moderate,MODERATE,eil-2014-kmz
14.21082,121.47718,viii,moderate,MODERATE,eil-2014-kmz
14.21082,121.47757,viii,low,LOW,eil-2014-kmz
14.21082,121.47951,viii,low,LOW,eil-2014-kmz
14.21082,121.47990,viii,moderate,MODERATE,eil-2014-kmz
14.21082,121.48107,viii,low,LOW,eil-2014-kmz
14.21043,121.47134,viii,low,LOW,eil-2014-kmz
14.21043,121.47251,viii,low,LOW,eil-2014-kmz
14.21043,121.47290,viii,low,LOW,eil-2014-kmz
14.21043,121.47679,viii,low,LOW,eil-2014-kmz
14.21043,121.47718,viii,moderate,MODERATE,eil-2014-kmz
14.21043,121.47796,viii,low,LOW,eil-2014-kmz
14.21043,121.47951,viii,low,LOW,eil-2014-kmz
14.21043,121.48029,viii,low,LOW,eil-2014-kmz
14.21043,121.48068,viii,low,LOW,eil-2014-kmz
14.21043,121.48146,viii,low,LOW,eil-2014-kmz
14.21004,121.47173,viii,moderate,MODERATE,eil-2014-kmz
14.21004,121.47679,viii,moderate,MODERATE,eil-2014-kmz
14.21004,121.47757,viii,low,LOW,eil-2014-kmz
14.21004,121.47796,viii,low,LOW,eil-2014-kmz
14.21004,121.48029,viii,low,LOW,eil-2014-kmz
14.21004,121.48107,viii,moderate,MODERATE,eil-2014-kmz
14.21004,121.48146,viii,moderate,MODERATE,eil-2014-kmz
14.21004,121.48262,viii,low,LOW,eil-2014-kmz
14.21004,121.48301,viii,low,LOW,eil-2014-kmz
14.20965,121.47134,viii,low,LOW,eil-2014-kmz
14.20965,121.47173,viii,moderate,MODERATE,eil-2014-kmz
14.20965,121.47329,viii,low,LOW,eil-2014-kmz
14.20965,121.47718,viii,low,LOW,eil-2014-kmz
14.20965,121.47757,viii,moderate,MODERATE,eil-2014-kmz
14.20965,121.47873,viii,low,LOW,eil-2014-kmz
14.20965,121.47912,viii,low,LOW,eil-2014-kmz
14.20965,121.47951,viii,low,LOW,eil-2014-kmz
14.20965,121.47990,viii,low,LOW,eil-2014-kmz
14.20965,121.48068,viii,moderate,MODERATE,eil-2014-kmz
14.20965,121.48107,viii,low,LOW,eil-2014-kmz
14.20965,121.48185,viii,low,LOW,eil-2014-kmz
14.20965,121.48224,viii,low,LOW,eil-2014-kmz
14.20965,121.48340,viii,low,LOW,eil-2014-kmz
14.20926,121.47134,viii,low,LOW,eil-2014-kmz
14.20926,121.47212,viii,low,LOW,eil-2014-kmz
14.20926,121.47679,viii,low,LOW,eil-2014-kmz
14.20926,121.47718,viii,moderate,MODERATE,eil-2014-kmz
14.20926,121.47796,viii,low,LOW,eil-2014-kmz
14.20926,121.47835,viii,low,LOW,eil-2014-kmz
14.20926,121.47873,viii,low,LOW,eil-2014-kmz
14.20926,121.47951,viii,low,LOW,eil-2014-kmz
14.20926,121.48029,viii,moderate,MODERATE,eil-2014-kmz
14.20926,121.48068,viii,low,LOW,eil-2014-kmz
14.20926,121.48146,viii,low,LOW,eil-2014-kmz
14.20926,121.48185,viii,low,LOW,eil-2014-kmz
14.20926,121.48262,viii,low,LOW,eil-2014-kmz
14.20926,121.48340,viii,low,LOW,eil-2014-kmz
14.20926,121.48379,viii,low,LOW,eil-2014-kmz
14.20888,121.47173,viii,low,LOW,eil-2014-kmz
14.20888,121.47212,viii,low,LOW,eil-2014-kmz
14.20888,121.47251,viii,low,LOW,eil-2014-kmz
14.20888,121.47290,viii,low,LOW,eil-2014-kmz
14.20888,121.47329,viii,low,LOW,eil-2014-kmz
14.20888,121.47368,viii,low,LOW,eil-2014-kmz
14.20888,121.47446,viii,low,LOW,eil-2014-kmz
14.20888,121.47679,viii,low,LOW,eil-2014-kmz
14.20888,121.47757,viii,low,LOW,eil-2014-kmz
14.20888,121.47796,viii,moderate,MODERATE,eil-2014-kmz
14.20888,121.47873,viii,low,LOW,eil-2014-kmz
14.20888,121.47990,viii,low,LOW,eil-2014-kmz
14.20888,121.48029,viii,low,LOW,eil-2014-kmz
14.20888,121.48107,viii,moderate,MODERATE,eil-2014-kmz
14.20888,121.48146,viii,moderate,MODERATE,eil-2014-kmz
14.20888,121.48224,viii,moderate,MODERATE,eil-2014-kmz
14.20888,121.48262,viii,low,LOW,eil-2014-kmz
14.20888,121.48379,viii,low,LOW,eil-2014-kmz
14.20849,121.47134,viii,low,LOW,eil-2014-kmz
14.20849,121.47173,viii,low,LOW,eil-2014-kmz
14.20849,121.47212,viii,low,LOW,eil-2014-kmz
14.20849,121.47251,viii,low,LOW,eil-2014-kmz
14.20849,121.47290,viii,low,LOW,eil-2014-kmz
14.20849,121.47329,viii,low,LOW,eil-2014-kmz
14.20849,121.47407,viii,low,LOW,eil-2014-kmz
14.20849,121.47446,viii,low,LOW,eil-2014-kmz
14.20849,121.47484,viii,low,LOW,eil-2014-kmz
14.20849,121.47523,viii,low,LOW,eil-2014-kmz
14.20849,121.47718,viii,low,LOW,eil-2014-kmz
14.20849,121.47835,viii,low,LOW,eil-2014-kmz
14.20849,121.47990,viii,low,LOW,eil-2014-kmz
14.20849,121.48068,viii,low,LOW,eil-2014-kmz
14.20849,121.48107,viii,low,LOW,eil-2014-kmz
14.20849,121.48301,viii,moderate,MODERATE,eil-2014-kmz
14.20849,121.48340,viii,low,LOW,eil-2014-kmz
14.20849,121.48418,viii,low,LOW,eil-2014-kmz
14.20810,121.47134,viii,low,LOW,eil-2014-kmz
14.20810,121.47173,viii,low,LOW,eil-2014-kmz
14.20810,121.47212,viii,low,LOW,eil-2014-kmz
14.20810,121.47251,viii,low,LOW,eil-2014-kmz
14.20810,121.47290,viii,low,LOW,eil-2014-kmz
14.20810,121.47407,viii,low,LOW,eil-2014-kmz
14.20810,121.47484,viii,low,LOW,eil-2014-kmz
14.20810,121.47523,viii,low,LOW,eil-2014-kmz
14.20810,121.47562,viii,low,LOW,eil-2014-kmz
14.20810,121.47601,viii,low,LOW,eil-2014-kmz
14.20810,121.47718,viii,moderate,MODERATE,eil-2014-kmz
14.20810,121.47796,viii,moderate,MODERATE,eil-2014-kmz
14.20810,121.47835,viii,low,LOW,eil-2014-kmz
14.20810,121.48029,viii,low,LOW,eil-2014-kmz
14.20810,121.48068,viii,low,LOW,eil-2014-kmz
14.20810,121.48146,viii,moderate,MODERATE,eil-2014-kmz
14.20810,121.48185,viii,moderate,MODERATE,eil-2014-kmz
14.20810,121.48262,viii,low,LOW,eil-2014-kmz
14.20810,121.48301,viii,moderate,MODERATE,eil-2014-kmz
14.20810,121.48418,viii,low,LOW,eil-2014-kmz
14.20810,121.48457,viii,low,LOW,eil-2014-kmz
14.20771,121.47173,viii,low,LOW,eil-2014-kmz
14.20771,121.47212,viii,low,LOW,eil-2014-kmz
14.20771,121.47251,viii,low,LOW,eil-2014-kmz
14.20771,121.47329,viii,low,LOW,eil-2014-kmz
14.20771,121.47368,viii,low,LOW,eil-2014-kmz
14.20771,121.47407,viii,low,LOW,eil-2014-kmz
14.20771,121.47446,viii,low,LOW,eil-2014-kmz
14.20771,121.47484,viii,low,LOW,eil-2014-kmz
14.20771,121.47562,viii,low,LOW,eil-2014-kmz
14.20771,121.47601,viii,low,LOW,eil-2014-kmz
14.20771,121.47757,viii,low,LOW,eil-2014-kmz
14.20771,121.47796,viii,low,LOW,eil-2014-kmz
14.20771,121.47873,viii,low,LOW,eil-2014-kmz
14.20771,121.47912,viii,low,LOW,eil-2014-kmz
14.20771,121.47951,viii,low,LOW,eil-2014-kmz
14.20771,121.48224,viii,moderate,MODERATE,eil-2014-kmz
14.20771,121.48262,viii,moderate,MODERATE,eil-2014-kmz
14.20771,121.48340,viii,moderate,MODERATE,eil-2014-kmz
14.20771,121.51064,viii,low,LOW,eil-2014-kmz
14.20771,121.51102,viii,low,LOW,eil-2014-kmz
14.20732,121.47134,viii,low,LOW,eil-2014-kmz
14.20732,121.47173,viii,low,LOW,eil-2014-kmz
14.20732,121.47212,viii,low,LOW,eil-2014-kmz
14.20732,121.47251,viii,low,LOW,eil-2014-kmz
14.20732,121.47290,viii,low,LOW,eil-2014-kmz
14.20732,121.47368,viii,low,LOW,eil-2014-kmz
14.20732,121.47407,viii,low,LOW,eil-2014-kmz
14.20732,121.47523,viii,low,LOW,eil-2014-kmz
14.20732,121.47562,viii,low,LOW,eil-2014-kmz
14.20732,121.47601,viii,low,LOW,eil-2014-kmz
14.20732,121.47757,viii,low,LOW,eil-2014-kmz
14.20732,121.47835,viii,low,LOW,eil-2014-kmz
14.20732,121.48107,viii,low,LOW,eil-2014-kmz
14.20732,121.48185,viii,low,LOW,eil-2014-kmz
14.20732,121.48224,viii,low,LOW,eil-2014-kmz
14.20732,121.48301,viii,moderate,MODERATE,eil-2014-kmz
14.20732,121.48379,viii,low,LOW,eil-2014-kmz
14.20732,121.50986,viii,low,LOW,eil-2014-kmz
14.20693,121.47134,viii,low,LOW,eil-2014-kmz
14.20693,121.47212,viii,low,LOW,eil-2014-kmz
14.20693,121.47251,viii,low,LOW,eil-2014-kmz
14.20693,121.47290,viii,low,LOW,eil-2014-kmz
14.20693,121.47329,viii,low,LOW,eil-2014-kmz
14.20693,121.47368,viii,moderate,MODERATE,eil-2014-kmz
14.20693,121.47562,viii,low,LOW,eil-2014-kmz
14.20693,121.47601,viii,low,LOW,eil-2014-kmz
14.20693,121.47757,viii,low,LOW,eil-2014-kmz
14.20693,121.48146,viii,moderate,MODERATE,eil-2014-kmz
14.20693,121.48185,viii,moderate,MODERATE,eil-2014-kmz
14.20693,121.48262,viii,low,LOW,eil-2014-kmz
14.20693,121.48340,viii,moderate,MODERATE,eil-2014-kmz
14.20693,121.48379,viii,low,LOW,eil-2014-kmz
14.20693,121.48457,viii,moderate,MODERATE,eil-2014-kmz
14.20693,121.48496,viii,low,LOW,eil-2014-kmz
14.20693,121.48535,viii,low,LOW,eil-2014-kmz
14.20654,121.47212,viii,low,LOW,eil-2014-kmz
14.20654,121.47251,viii,low,LOW,eil-2014-kmz
14.20654,121.47290,viii,low,LOW,eil-2014-kmz
14.20654,121.47329,viii,low,LOW,eil-2014-kmz
14.20654,121.47407,viii,low,LOW,eil-2014-kmz
14.20654,121.47446,viii,moderate,MODERATE,eil-2014-kmz
14.20654,121.47523,viii,moderate,MODERATE,eil-2014-kmz
14.20654,121.47562,viii,low,LOW,eil-2014-kmz
14.20654,121.47679,viii,low,LOW,eil-2014-kmz
14.20654,121.47718,viii,low,LOW,eil-2014-kmz
14.20654,121.47796,viii,low,LOW,eil-2014-kmz
14.20654,121.47835,viii,low,LOW,eil-2014-kmz
14.20654,121.47873,viii,low,LOW,eil-2014-kmz
14.20654,121.47951,viii,low,LOW,eil-2014-kmz
14.20654,121.48146,viii,low,LOW,eil-2014-kmz
14.20654,121.48224,viii,low,LOW,eil-2014-kmz
14.20654,121.48301,viii,low,LOW,eil-2014-kmz
14.20654,121.48418,viii,low,LOW,eil-2014-kmz
14.20654,121.48457,viii,low,LOW,eil-2014-kmz
14.20615,121.47134,viii,moderate,MODERATE,eil-2014-kmz
14.20615,121.47173,viii,low,LOW,eil-2014-kmz
14.20615,121.47212,viii,low,LOW,eil-2014-kmz
14.20615,121.47251,viii,low,LOW,eil-2014-kmz
14.20615,121.47290,viii,low,LOW,eil-2014-kmz
14.20615,121.47368,viii,low,LOW,eil-2014-kmz
14.20615,121.47407,viii,low,LOW,eil-2014-kmz
14.20615,121.47484,viii,low,LOW,eil-2014-kmz
14.20615,121.47523,viii,moderate,MODERATE,eil-2014-kmz
14.20615,121.47601,viii,low,LOW,eil-2014-kmz
14.20615,121.47640,viii,low,LOW,eil-2014-kmz
14.20615,121.47718,viii,low,LOW,eil-2014-kmz
14.20615,121.47796,viii,low,LOW,eil-2014-kmz
14.20615,121.47835,viii,low,LOW,eil-2014-kmz
14.20615,121.47873,viii,low,LOW,eil-2014-kmz
14.20615,121.47912,viii,low,LOW,eil-2014-kmz
14.20615,121.47951,viii,low,LOW,eil-2014-kmz
14.20615,121.48185,viii,low,LOW,eil-2014-kmz
14.20615,121.48262,viii,low,LOW,eil-2014-kmz
14.20615,121.48301,viii,low,LOW,eil-2014-kmz
14.20615,121.48379,viii,low,LOW,eil-2014-kmz
14.20615,121.48418,viii,low,LOW,eil-2014-kmz
14.20615,121.48613,viii,low,LOW,eil-2014-kmz
14.20615,121.48652,viii,low,LOW,eil-2014-kmz
14.20576,121.47329,viii,low,LOW,eil-2014-kmz
14.20576,121.47368,viii,low,LOW,eil-2014-kmz
14.20576,121.47446,viii,low,LOW,eil-2014-kmz
14.20576,121.47484,viii,low,LOW,eil-2014-kmz
14.20576,121.47562,viii,low,LOW,eil-2014-kmz
14.20576,121.47640,viii,low,LOW,eil-2014-kmz
14.20576,121.47679,viii,low,LOW,eil-2014-kmz
14.20576,121.47718,viii,low,LOW,eil-2014-kmz
14.20576,121.47757,viii,low,LOW,eil-2014-kmz
14.20576,121.47796,viii,low,LOW,eil-2014-kmz
14.20576,121.47873,viii,low,LOW,eil-2014-kmz
14.20576,121.47912,viii,low,LOW,eil-2014-kmz
14.20576,121.48262,viii,low,LOW,eil-2014-kmz
14.20576,121.48457,viii,low,LOW,eil-2014-kmz
14.20576,121.48496,viii,moderate,MODERATE,eil-2014-kmz
14.20576,121.48574,viii,low,LOW,eil-2014-kmz
14.20576,121.50441,viii,low,LOW,eil-2014-kmz
14.20537,121.47446,viii,low,LOW,eil-2014-kmz
14.20537,121.47523,viii,low,LOW,eil-2014-kmz
14.20537,121.47562,viii,moderate,MODERATE,eil-2014-kmz
14.20537,121.47601,viii,low,LOW,eil-2014-kmz
14.20537,121.47679,viii,low,LOW,eil-2014-kmz
14.20537,121.47718,viii,low,LOW,eil-2014-kmz
14.20537,121.47796,viii,low,LOW,eil-2014-kmz
14.20537,121.47835,viii,low,LOW,eil-2014-kmz
14.20537,121.47873,viii,low,LOW,eil-2014-kmz
14.20537,121.47912,viii,low,LOW,eil-2014-kmz
14.20537,121.48224,viii,low,LOW,eil-2014-kmz
14.20537,121.48262,viii,low,LOW,eil-2014-kmz
14.20537,121.48301,viii,low,LOW,eil-2014-kmz
14.20537,121.48340,viii,low,LOW,eil-2014-kmz
14.20537,121.48418,viii,low,LOW,eil-2014-kmz
14.20537,121.48457,viii,low,LOW,eil-2014-kmz
14.20537,121.48535,viii,low,LOW,eil-2014-kmz
14.20537,121.48574,viii,low,LOW,eil-2014-kmz
14.20537,121.50480,viii,moderate,MODERATE,eil-2014-kmz
14.20499,121.47601,viii,low,LOW,eil-2014-kmz
14.20499,121.47640,viii,low,LOW,eil-2014-kmz
14.20499,121.47718,viii,low,LOW,eil-2014-kmz
14.20499,121.47757,viii,low,LOW,eil-2014-kmz
14.20499,121.47796,viii,low,LOW,eil-2014-kmz
14.20499,121.47835,viii,low,LOW,eil-2014-kmz
14.20499,121.47873,viii,low,LOW,eil-2014-kmz
14.20499,121.47912,viii,low,LOW,eil-2014-kmz
14.20499,121.47951,viii,low,LOW,eil-2014-kmz
14.20499,121.48224,viii,low,LOW,eil-2014-kmz
14.20499,121.48262,viii,low,LOW,eil-2014-kmz
14.20499,121.48301,viii,low,LOW,eil-2014-kmz
14.20499,121.48379,viii,low,LOW,eil-2014-kmz
14.20499,121.48418,viii,low,LOW,eil-2014-kmz
14.20499,121.48496,viii,moderate,MODERATE,eil-2014-kmz
14.20499,121.48535,viii,low,LOW,eil-2014-kmz
14.20499,121.50441,viii,moderate,MODERATE,eil-2014-kmz
14.20460,121.47562,viii,low,LOW,eil-2014-kmz
14.20460,121.47601,viii,low,LOW,eil-2014-kmz
14.20460,121.47640,viii,low,LOW,eil-2014-kmz
14.20460,121.47718,viii,low,LOW,eil-2014-kmz
14.20460,121.47796,viii,low,LOW,eil-2014-kmz
14.20460,121.47835,viii,low,LOW,eil-2014-kmz
14.20460,121.47873,viii,low,LOW,eil-2014-kmz
14.20460,121.47912,viii,low,LOW,eil-2014-kmz
14.20460,121.48224,viii,low,LOW,eil-2014-kmz
14.20460,121.48340,viii,low,LOW,eil-2014-kmz
14.20460,121.48496,viii,low,LOW,eil-2014-kmz
14.20421,121.47173,viii,low,LOW,eil-2014-kmz
14.20421,121.47601,viii,low,LOW,eil-2014-kmz
14.20421,121.47640,viii,low,LOW,eil-2014-kmz
14.20421,121.47679,viii,low,LOW,eil-2014-kmz
14.20421,121.47718,viii,low,LOW,eil-2014-kmz
14.20421,121.47796,viii,low,LOW,eil-2014-kmz
14.20421,121.47835,viii,low,LOW,eil-2014-kmz
14.20421,121.47873,viii,low,LOW,eil-2014-kmz
14.20421,121.47912,viii,low,LOW,eil-2014-kmz
14.20421,121.48301,viii,low,LOW,eil-2014-kmz
14.20421,121.48340,viii,low,LOW,eil-2014-kmz
14.20421,121.48418,viii,moderate,MODERATE,eil-2014-kmz
14.20421,121.48457,viii,low,LOW,eil-2014-kmz
14.20421,121.48535,viii,moderate,MODERATE,eil-2014-kmz
14.20382,121.47134,viii,high,HIGH,eil-2014-kmz
14.20382,121.47173,viii,low,LOW,eil-2014-kmz
14.20382,121.47679,viii,low,LOW,eil-2014-kmz
14.20382,121.47718,viii,low,LOW,eil-2014-kmz
14.20382,121.47757,viii,low,LOW,eil-2014-kmz
14.20382,121.47796,viii,low,LOW,eil-2014-kmz
14.20382,121.47873,viii,low,LOW,eil-2014-kmz
14.20382,121.47912,viii,low,LOW,eil-2014-kmz
14.20382,121.48262,viii,low,LOW,eil-2014-kmz
14.20382,121.48301,viii,low,LOW,eil-2014-kmz
14.20382,121.48379,viii,low,LOW,eil-2014-kmz
14.20382,121.48496,viii,low,LOW,eil-2014-kmz
14.20382,121.48535,viii,low,LOW,eil-2014-kmz
14.20343,121.47212,viii,moderate,MODERATE,eil-2014-kmz
14.20343,121.47251,viii,moderate,MODERATE,eil-2014-kmz
14.20343,121.47718,viii,low,LOW,eil-2014-kmz
14.20343,121.47796,viii,low,LOW,eil-2014-kmz
14.20343,121.47835,viii,low,LOW,eil-2014-kmz
14.20343,121.47873,viii,low,LOW,eil-2014-kmz
14.20343,121.48262,viii,low,LOW,eil-2014-kmz
14.20343,121.48379,viii,low,LOW,eil-2014-kmz
14.20343,121.48457,viii,moderate,MODERATE,eil-2014-kmz
14.20343,121.48496,viii,low,LOW,eil-2014-kmz
14.20343,121.48574,viii,low,LOW,eil-2014-kmz
14.20304,121.47173,viii,low,LOW,eil-2014-kmz
14.20304,121.47290,viii,moderate,MODERATE,eil-2014-kmz
14.20304,121.47329,viii,low,LOW,eil-2014-kmz
14.20304,121.48301,viii,moderate,MODERATE,eil-2014-kmz
14.20304,121.48340,viii,low,LOW,eil-2014-kmz
14.20304,121.48418,viii,low,LOW,eil-2014-kmz
14.20304,121.48457,viii,low,LOW,eil-2014-kmz
14.20304,121.48574,viii,moderate,MODERATE,eil-2014-kmz
14.20265,121.47251,viii,moderate,MODERATE,eil-2014-kmz
14.20265,121.47290,viii,high,HIGH,eil-2014-kmz
14.20265,121.47368,viii,low,LOW,eil-2014-kmz
14.20265,121.48224,viii,low,LOW,eil-2014-kmz
14.20265,121.48301,viii,low,LOW,eil-2014-kmz
14.20265,121.48379,viii,low,LOW,eil-2014-kmz
14.20265,121.48418,viii,moderate,MODERATE,eil-2014-kmz
14.20265,121.48496,viii,low,LOW,eil-2014-kmz
14.20265,121.48535,viii,moderate,MODERATE,eil-2014-kmz
14.20265,121.48613,viii,low,LOW,eil-2014-kmz
14.20265,121.48652,viii,low,LOW,eil-2014-kmz
14.20265,121.50908,viii,runout,MODERATE,eil-2014-kmz
14.20226,121.47134,viii,moderate,MODERATE,eil-2014-kmz
14.20226,121.47212,viii,moderate,MODERATE,eil-2014-kmz
14.20226,121.47329,viii,high,HIGH,eil-2014-kmz
14.20226,121.47368,viii,low,LOW,eil-2014-kmz
14.20226,121.47446,viii,low,LOW,eil-2014-kmz
14.20226,121.48224,viii,low,LOW,eil-2014-kmz
14.20226,121.48262,viii,low,LOW,eil-2014-kmz
14.20226,121.48340,viii,low,LOW,eil-2014-kmz
14.20226,121.48379,viii,moderate,MODERATE,eil-2014-kmz
14.20226,121.48457,viii,low,LOW,eil-2014-kmz
14.20226,121.48496,viii,low,LOW,eil-2014-kmz
14.20226,121.48574,viii,low,LOW,eil-2014-kmz
14.20187,121.47173,viii,low,LOW,eil-2014-kmz
14.20187,121.47212,viii,low,LOW,eil-2014-kmz
14.20187,121.47290,viii,moderate,MODERATE,eil-2014-kmz
14.20187,121.47329,viii,moderate,MODERATE,eil-2014-kmz
14.20187,121.47446,viii,low,LOW,eil-2014-kmz
14.20187,121.48224,viii,low,LOW,eil-2014-kmz
14.20187,121.48301,viii,low,LOW,eil-2014-kmz
14.20187,121.48418,viii,low,LOW,eil-2014-kmz
14.20187,121.48457,viii,moderate,MODERATE,eil-2014-kmz
14.20187,121.48535,viii,low,LOW,eil-2014-kmz
14.20187,121.48574,viii,moderate,MODERATE,eil-2014-kmz
14.20187,121.48652,viii,low,LOW,eil-2014-kmz
14.20187,121.48690,viii,low,LOW,eil-2014-kmz
14.20148,121.47134,viii,low,LOW,eil-2014-kmz
14.20148,121.47173,viii,high,HIGH,eil-2014-kmz
14.20148,121.47251,viii,moderate,MODERATE,eil-2014-kmz
14.20148,121.47290,viii,low,LOW,eil-2014-kmz
14.20148,121.47368,viii,moderate,MODERATE,eil-2014-kmz
14.20148,121.47407,viii,moderate,MODERATE,eil-2014-kmz
14.20148,121.47484,viii,low,LOW,eil-2014-kmz
14.20148,121.47523,viii,low,LOW,eil-2014-kmz
14.20148,121.48301,viii,low,LOW,eil-2014-kmz
14.20148,121.48340,viii,low,LOW,eil-2014-kmz
14.20148,121.48379,viii,low,LOW,eil-2014-kmz
14.20148,121.48418,viii,low,LOW,eil-2014-kmz
14.20148,121.48496,viii,low,LOW,eil-2014-kmz
14.20148,121.48535,viii,moderate,MODERATE,eil-2014-kmz
14.20148,121.48613,viii,moderate,MODERATE,eil-2014-kmz
14.20148,121.48652,viii,low,LOW,eil-2014-kmz
14.20148,121.48729,viii,low,LOW,eil-2014-kmz
14.20109,121.47134,viii,low,LOW,eil-2014-kmz
14.20109,121.47212,viii,moderate,MODERATE,eil-2014-kmz
14.20109,121.47251,viii,moderate,MODERATE,eil-2014-kmz
14.20109,121.47329,viii,low,LOW,eil-2014-kmz
14.20109,121.47368,viii,low,LOW,eil-2014-kmz
14.20109,121.47446,viii,low,LOW,eil-2014-kmz
14.20109,121.47484,viii,high,HIGH,eil-2014-kmz
14.20109,121.48379,viii,low,LOW,eil-2014-kmz
14.20109,121.48457,viii,low,LOW,eil-2014-kmz
14.20109,121.48574,viii,low,LOW,eil-2014-kmz
14.20109,121.48613,viii,low,LOW,eil-2014-kmz
14.20109,121.48690,viii,moderate,MODERATE,eil-2014-kmz
14.20071,121.47173,viii,low,LOW,eil-2014-kmz
14.20071,121.47212,viii,low,LOW,eil-2014-kmz
14.20071,121.47290,viii,moderate,MODERATE,eil-2014-kmz
14.20071,121.47407,viii,low,LOW,eil-2014-kmz
14.20071,121.47523,viii,high,HIGH,eil-2014-kmz
14.20071,121.48107,viii,low,LOW,eil-2014-kmz
14.20071,121.48224,viii,low,LOW,eil-2014-kmz
14.20071,121.48301,viii,low,LOW,eil-2014-kmz
14.20071,121.48418,viii,low,LOW,eil-2014-kmz
14.20071,121.48457,viii,low,LOW,eil-2014-kmz
14.20071,121.48535,viii,low,LOW,eil-2014-kmz
14.20071,121.48574,viii,moderate,MODERATE,eil-2014-kmz
14.20071,121.48652,viii,moderate,MODERATE,eil-2014-kmz
14.20071,121.48690,viii,low,LOW,eil-2014-kmz
14.20071,121.48729,viii,low,LOW,eil-2014-kmz
14.20032,121.47134,viii,low,LOW,eil-2014-kmz
14.20032,121.47173,viii,low,LOW,eil-2014-kmz
14.20032,121.47251,viii,low,LOW,eil-2014-kmz
14.20032,121.47290,viii,low,LOW,eil-2014-kmz
14.20032,121.47368,viii,high,HIGH,eil-2014-kmz
14.20032,121.47407,viii,low,LOW,eil-2014-kmz
14.20032,121.47484,viii,low,LOW,eil-2014-kmz
14.20032,121.47640,viii,low,LOW,eil-2014-kmz
14.20032,121.48146,viii,low,LOW,eil-2014-kmz
14.20032,121.48185,viii,low,LOW,eil-2014-kmz
14.20032,121.48262,viii,low,LOW,eil-2014-kmz
